service_uid,utility,utility_service_id,utility_service_address,utility_meter_number,utility_tariff_name,interval_start,interval_end,interval_kWh,interval_kW,source,updated,interval_timezone
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 23:00,04/28/2016 00:00,0.2346,0.2346,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.878646+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 22:00,04/27/2016 23:00,0.1632,0.1632,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.870896+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 21:00,04/27/2016 22:00,0.132,0.132,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.887965+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 20:00,04/27/2016 21:00,0.1272,0.1272,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.883940+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 19:00,04/27/2016 20:00,0.111,0.111,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.890753+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 18:00,04/27/2016 19:00,0.21420000000000003,0.21420000000000003,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.876490+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 17:00,04/27/2016 18:00,0.2064,0.2064,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.887377+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 16:00,04/27/2016 17:00,0.2046,0.2046,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.881308+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 15:00,04/27/2016 16:00,0.1362,0.1362,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.883044+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 14:00,04/27/2016 15:00,0.075,0.075,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.873104+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 13:00,04/27/2016 14:00,0.0786,0.0786,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.890583+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 12:00,04/27/2016 13:00,0.0786,0.0786,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.891552+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 11:00,04/27/2016 12:00,0.0768,0.0768,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.869825+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 10:00,04/27/2016 11:00,0.129,0.129,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.884255+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 09:00,04/27/2016 10:00,0.0864,0.0864,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.875684+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 08:00,04/27/2016 09:00,0.08760000000000001,0.08760000000000001,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.882054+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 07:00,04/27/2016 08:00,0.0804,0.0804,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.874614+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 06:00,04/27/2016 07:00,0.0762,0.0762,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.879189+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 05:00,04/27/2016 06:00,0.07440000000000001,0.07440000000000001,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.885258+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 04:00,04/27/2016 05:00,0.0732,0.0732,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.884591+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 03:00,04/27/2016 04:00,0.0732,0.0732,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.881223+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 02:00,04/27/2016 03:00,0.078,0.078,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.886398+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 01:00,04/27/2016 02:00,0.0966,0.0966,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.882204+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/27/2016 00:00,04/27/2016 01:00,0.2862,0.2862,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.874933+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 23:00,04/27/2016 00:00,0.5388,0.5388,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.868907+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 22:00,04/26/2016 23:00,0.222,0.222,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.882626+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 21:00,04/26/2016 22:00,0.2016,0.2016,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.887874+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 20:00,04/26/2016 21:00,0.18059999999999998,0.18059999999999998,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.872523+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 19:00,04/26/2016 20:00,0.15120000000000003,0.15120000000000003,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.870242+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 18:00,04/26/2016 19:00,0.1254,0.1254,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.891082+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 17:00,04/26/2016 18:00,0.1566,0.1566,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.889939+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 16:00,04/26/2016 17:00,0.0828,0.0828,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.885344+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 15:00,04/26/2016 16:00,0.0852,0.0852,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.886980+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 14:00,04/26/2016 15:00,0.0708,0.0708,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.889612+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 13:00,04/26/2016 14:00,0.0798,0.0798,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.889856+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 12:00,04/26/2016 13:00,0.07379999999999999,0.07379999999999999,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.870495+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 11:00,04/26/2016 12:00,0.0768,0.0768,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.881052+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 10:00,04/26/2016 11:00,0.0762,0.0762,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.890337+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 09:00,04/26/2016 10:00,0.1272,0.1272,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.883605+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 08:00,04/26/2016 09:00,0.0912,0.0912,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.879273+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 07:00,04/26/2016 08:00,0.07260000000000001,0.07260000000000001,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.871303+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 06:00,04/26/2016 07:00,0.0732,0.0732,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.883275+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 05:00,04/26/2016 06:00,0.0708,0.0708,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.889693+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 04:00,04/26/2016 05:00,0.0714,0.0714,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.888446+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 03:00,04/26/2016 04:00,0.072,0.072,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.886315+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 02:00,04/26/2016 03:00,0.0786,0.0786,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.882876+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 01:00,04/26/2016 02:00,0.09960000000000001,0.09960000000000001,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.869989+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/26/2016 00:00,04/26/2016 01:00,0.1824,0.1824,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.867402+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 23:00,04/26/2016 00:00,0.30419999999999997,0.30419999999999997,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.888774+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 22:00,04/25/2016 23:00,0.24,0.24,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.882289+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 21:00,04/25/2016 22:00,0.252,0.252,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.879440+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 20:00,04/25/2016 21:00,0.2718,0.2718,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.885756+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 19:00,04/25/2016 20:00,0.2154,0.2154,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.866805+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 18:00,04/25/2016 19:00,0.1092,0.1092,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.887459+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 17:00,04/25/2016 18:00,0.123,0.123,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.892498+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 16:00,04/25/2016 17:00,0.16140000000000002,0.16140000000000002,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.875264+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 15:00,04/25/2016 16:00,0.1458,0.1458,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.879694+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 14:00,04/25/2016 15:00,0.13140000000000002,0.13140000000000002,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.878232+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 13:00,04/25/2016 14:00,0.1638,0.1638,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.875099+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 12:00,04/25/2016 13:00,0.1704,0.1704,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.890834+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 11:00,04/25/2016 12:00,0.18180000000000002,0.18180000000000002,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.877413+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 10:00,04/25/2016 11:00,0.1896,0.1896,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.879775+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 09:00,04/25/2016 10:00,0.1086,0.1086,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.888363+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 08:00,04/25/2016 09:00,0.0864,0.0864,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.870412+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 07:00,04/25/2016 08:00,0.0768,0.0768,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.890501+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 06:00,04/25/2016 07:00,0.07740000000000001,0.07740000000000001,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.883358+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 05:00,04/25/2016 06:00,0.075,0.075,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.874202+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 04:00,04/25/2016 05:00,0.072,0.072,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.886731+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 03:00,04/25/2016 04:00,0.07260000000000001,0.07260000000000001,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.866712+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 02:00,04/25/2016 03:00,0.07379999999999999,0.07379999999999999,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.867318+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 01:00,04/25/2016 02:00,0.07379999999999999,0.07379999999999999,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.877161+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/25/2016 00:00,04/25/2016 01:00,0.0978,0.0978,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.882793+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 23:00,04/25/2016 00:00,0.12,0.12,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.884673+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 22:00,04/24/2016 23:00,0.16140000000000002,0.16140000000000002,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.870579+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 21:00,04/24/2016 22:00,0.2196,0.2196,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.872933+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 20:00,04/24/2016 21:00,0.2238,0.2238,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.883523+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 19:00,04/24/2016 20:00,0.11460000000000001,0.11460000000000001,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.868243+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 18:00,04/24/2016 19:00,0.10740000000000001,0.10740000000000001,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.884836+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 17:00,04/24/2016 18:00,0.1248,0.1248,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.868480+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 16:00,04/24/2016 17:00,0.1698,0.1698,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.869343+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 15:00,04/24/2016 16:00,0.1374,0.1374,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.876162+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 14:00,04/24/2016 15:00,0.09720000000000001,0.09720000000000001,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.885086+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 13:00,04/24/2016 14:00,0.0942,0.0942,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.883686+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 12:00,04/24/2016 13:00,0.1704,0.1704,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.888528+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 11:00,04/24/2016 12:00,0.15480000000000002,0.15480000000000002,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.892258+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 10:00,04/24/2016 11:00,0.1716,0.1716,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.872356+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 09:00,04/24/2016 10:00,0.1044,0.1044,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.880700+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 08:00,04/24/2016 09:00,0.075,0.075,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.877827+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 07:00,04/24/2016 08:00,0.0762,0.0762,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.887541+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 06:00,04/24/2016 07:00,0.07560000000000001,0.07560000000000001,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.882709+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 05:00,04/24/2016 06:00,0.07560000000000001,0.07560000000000001,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.872697+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 04:00,04/24/2016 05:00,0.07560000000000001,0.07560000000000001,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.877060+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 03:00,04/24/2016 04:00,0.07740000000000001,0.07740000000000001,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.891168+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 02:00,04/24/2016 03:00,0.087,0.087,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.881971+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 01:00,04/24/2016 02:00,0.1434,0.1434,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.868991+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/24/2016 00:00,04/24/2016 01:00,0.1536,0.1536,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.871222+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/23/2016 23:00,04/24/2016 00:00,0.153,0.153,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.879523+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/23/2016 22:00,04/23/2016 23:00,0.159,0.159,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.867775+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/23/2016 21:00,04/23/2016 22:00,0.19920000000000002,0.19920000000000002,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.880880+00:00,US/Pacific
46646,PG&E,7378221270,"3665 18TH ST, SAN FRANCISCO, CA, 94110",,,04/23/2016 20:00,04/23/2016 21:00,0.21420000000000003,0.21420000000000003,2016-04-29-025703_04e73682-1091-4f4b-9a0e-761562723f2f,2016-04-29T02:57:10.871386+00:00,US/Pacific
